developer,id,release_date,title,Action,Adventure,Casual,Education,Indie,RPG,Racing,Simulation,Sports,Strategy,year
Travian Games GmbH,386510,2015-12-15,Pyramid Raid,1,0,1,0,1,0,0,0,0,0,2015
Cat Rabbit,421100,2015-12-15,Heroes of Normandie: US Rangers,0,0,0,0,0,0,0,0,0,1,2015
Kylotonn Racing Games,398472,2015-12-15,WRC 5 - WRC eSports Pack 1,0,0,0,0,0,0,1,0,0,0,2015
The Game Species,403390,2015-12-11,Undercover Missions: Operation Kursk K-141,0,1,0,0,0,0,0,0,0,0,2015
GDT Limited,412470,2015-12-11,Metal War Online: Retribution,1,0,0,0,0,0,1,0,0,0,2015
Droog71,380570,2015-12-11,Axion,1,0,0,0,1,1,0,0,0,0,2015
Kylotonn Racing Games,398471,2015-12-15,WRC 5 - Season Pass,0,0,0,0,0,0,1,0,0,0,2015
"Grip Games,3Division",386400,2015-12-11,Foosball: World Tour,0,0,1,0,1,0,0,0,1,0,2015
"Grip Games,3Division",401700,2015-12-11,Foosball: World Tour - Bonus Cities,0,0,1,0,1,0,0,0,1,0,2015
Choice of Games,423440,2012-12-19,Choice of Kung Fu,0,0,0,0,1,1,0,0,0,0,2012
Aaron Oldenburg,406730,2015-12-11,"1,000 Heads Among the Trees",0,0,0,0,1,0,0,0,0,0,2015
"SmiteWorks USA, LLC",425030,2015-12-11,Fantasy Grounds - Baldur's Gate Portrait Pack,0,0,0,0,1,1,0,0,0,1,2015
"SmiteWorks USA, LLC",425090,2015-12-11,Fantasy Grounds - Baldur's Gate Enhanced Portrait Pack,0,0,0,0,1,1,0,0,0,1,2015
"SmiteWorks USA, LLC",425060,2015-12-11,Fantasy Grounds - Baldur's Gate II Portrait Pack,0,0,0,0,1,1,0,0,0,1,2015
"SmiteWorks USA, LLC",425020,2015-12-11,Fantasy Grounds - Icewind Dale Portrait Pack,0,0,0,0,1,1,0,0,0,1,2015
GuGames Development,412270,2015-12-11,Stories of Bethem: Full Moon,1,1,0,0,1,1,0,0,0,0,2015
Kylotonn Racing Games,398470,2015-12-11,WRC 5 - WRC Concept Car S,0,0,0,0,0,0,1,0,0,0,2015
Yellow Worm Studios,405590,2015-12-11,Stone Tales,0,1,0,0,1,0,0,0,0,0,2015
"Olde Sküül,Sculptured Software",200150,2015-12-11,Battle Chess: Game of Kings™,0,0,1,0,0,0,0,0,0,1,2015
Abrupt Games,402460,2015-12-10,Rubled,0,0,1,0,0,0,0,0,0,0,2015
Choice of Games,423450,2012-12-19,Choice of Kung Fu Demo,0,0,0,0,1,1,0,0,0,0,2012
Piranha Games Inc.,412242,2015-12-10,MechWarrior Online™ - Heavy ‘Mech Performance Steam Pack,1,0,0,0,0,0,0,1,0,1,2015
Piranha Games Inc.,412243,2015-12-10,MechWarrior Online™ - Assault ‘Mech Performance Steam Pack,1,0,0,0,0,0,0,1,0,1,2015
Snowbird Games,413710,2015-12-10,Blood and Gold: Caribbean!,1,1,0,0,1,1,0,0,0,1,2015
Piranha Games Inc.,412240,2015-12-10,MechWarrior Online™ - Light ‘Mech Performance Steam Pack,1,0,0,0,0,0,0,1,0,1,2015
Piranha Games Inc.,412241,2015-12-10,MechWarrior Online™ - Medium ‘Mech Performance Steam Pack,1,0,0,0,0,0,0,1,0,1,2015
Bluehole Ginno Games,407510,2015-12-10,Devilian,1,0,0,0,0,1,0,0,0,0,2015
Auslogics Software,417540,2015-12-10,Gamefuel Driver Control,0,0,0,0,0,0,0,0,0,0,2015
Bluehole Ginno Games,425981,2015-12-10,Devilian: Awakened Pack,1,0,0,0,0,1,0,0,0,0,2015
Bluehole Ginno Games,425980,2015-12-10,Devilian: Revival Pack,1,0,0,0,0,1,0,0,0,0,2015
Wyrmling Productions,377190,2015-12-10,Pale Echoes,0,0,0,0,1,1,0,0,0,0,2015
REX,379542,2015-12-10,FSX: Steam Edition - REX 4 Texture Direct Enhanced Edition Add-On,0,0,0,0,0,0,0,1,0,0,2015
Orbx,379565,2015-12-10,FSX: Steam Edition - FTX Trees HD Add-On,0,0,0,0,0,0,0,1,0,0,2015
desunoya,413580,2015-12-10,Reverse x Reverse,1,0,0,0,1,0,0,0,0,0,2015
"MindBlocks Studio, LLC",270110,2015-12-10,Block Story™,1,1,0,0,1,1,0,0,0,0,2015
"KOEI TECMO GAMES CO., LTD.",426200,2015-12-09,RTK Maker - Face CG Koei Variety Set - 三国志ツクール 顔登録素材 「コーエーバラエティ」セット,0,0,0,0,0,0,0,1,0,0,2015
Arc System Works,419476,2015-12-09,GGXrd System Voice - MILLIA RAGE,1,0,0,0,0,0,0,0,0,0,2015
"KOEI TECMO GAMES CO., LTD.",426720,2015-12-09,RTK Maker - Face CG Gust Set - 三国志ツクール 顔登録素材 「ガスト」セット,0,0,0,0,0,0,0,1,0,0,2015
"KOEI TECMO GAMES CO., LTD.",426700,2015-12-09,RTK Maker - Face CG Neo Romance Set - 三国志ツクール 顔登録素材 「ネオロマンス」セット,0,0,0,0,0,0,0,1,0,0,2015
"KOEI TECMO GAMES CO., LTD.",426710,2015-12-09,RTK Maker - Face CG Tecmo Set - 三国志ツクール 顔登録素材 「テクモ」セット,0,0,0,0,0,0,0,1,0,0,2015
Sector3 Studios,422670,2015-12-09,RaceRoom - Audi Sport TT Cup 2015,0,0,0,0,0,0,1,1,1,0,2015
Outerminds Inc.,390520,2015-12-10,PewDiePie: Legend of the Brofist,1,1,0,0,1,0,0,0,0,0,2015
Milestone S.r.l.,403880,2015-12-10,MotoGP™15 Compact,0,0,0,0,0,0,1,1,1,0,2015
Sinclair Strange,409070,2015-12-10,Fist Slash: Of Ultimate Fury,1,0,0,0,1,0,0,0,0,0,2015
"CINEMAX, s.r.o.",375840,2015-12-10,Rytmik Ultimate,0,0,0,0,0,0,0,0,0,0,2015
Cliffhanger Productions,421900,2015-12-10,Shadowrun Chronicles: INFECTED Director's Cut,0,0,0,0,1,1,0,0,0,1,2015
Kevin Nitschmann/Darius Bode,405360,2015-12-10,OMSI 2 Add-On Projekt Gladbeck,0,0,0,0,0,0,0,1,0,0,2015
MobyDick Games,412010,2015-12-10,Crossbow Warrior - The Legend of William Tell,1,1,0,0,1,0,0,0,0,0,2015
Dovetail Games,325991,2015-12-10,Train Simulator: NJ TRANSIT® GP40PH-2B Loco Add-On,0,0,0,0,0,0,0,1,0,0,2015
Metropolis,420970,1998-02-24,RoBoRumble,0,0,0,0,1,0,0,0,0,1,1998
Square Enix,345350,2015-12-10,LIGHTNING RETURNS™: FINAL FANTASY® XIII,0,0,0,0,0,1,0,0,0,0,2015
DotEmu,407600,2015-12-10,Raiden Legacy - Steam Edition,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419947,2015-12-09,GGXrd Extra Color Palettes - AXL LOW,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419946,2015-12-09,GGXrd Extra Color Palettes - POTEMKIN,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419948,2015-12-09,GGXrd Extra Color Palettes - FAUST,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419944,2015-12-09,GGXrd Extra Color Palettes - CHIPP ZANUFF,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419942,2015-12-09,GGXrd Extra Color Palettes - MAY,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419945,2015-12-09,GGXrd Extra Color Palettes - VENOM,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419941,2015-12-09,GGXrd Extra Color Palettes - KY KISKE,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419940,2015-12-09,GGXrd Extra Color Palettes - SOL BADGUY,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419943,2015-12-09,GGXrd Extra Color Palettes - MILLIA RAGE,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419939,2015-12-09,GGXrd System Voice - LEO WHITEFANG,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419933,2015-12-09,GGXrd System Voice - SLAYER,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419935,2015-12-09,GGXrd System Voice - BEDMAN,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419936,2015-12-09,GGXrd System Voice - RAMLETHAL VALENTINE,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419931,2015-12-09,GGXrd System Voice - FAUST,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419930,2015-12-09,GGXrd System Voice - AXL LOW,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419479,2015-12-09,GGXrd System Voice - POTEMKIN,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419478,2015-12-09,GGXrd System Voice - VENOM,1,0,0,0,0,0,0,0,0,0,2015
Arc System Works,419477,2015-12-09,GGXrd System Voice - CHIPP ZANUFF,1,0,0,0,0,0,0,0,0,0,2015
iFun4all S.A.,419500,2015-12-09,Red Game Without A Great Name,1,0,0,0,1,0,0,0,0,0,2015
Kingdom Games,422691,2015-12-09,FIVE: Guardians of David Art Book,1,1,0,0,1,1,0,0,0,0,2015
OMNIDREAM CREATIONS,419090,2015-12-09,Vector Strain,1,0,0,0,1,0,0,0,0,0,2015
OMNIDREAM CREATIONS,426220,2015-12-09,Vector Strain OST,1,0,0,0,1,0,0,0,0,0,2015
Kingdom Games,422690,2015-12-09,FIVE: Guardians of David Soundtrack,1,1,0,0,1,1,0,0,0,0,2015
Quality Simulations,416190,2009-03-27,Vehicle Simulator,0,0,0,0,1,0,0,1,0,0,2009
Quality Simulations,425910,2015-12-09,Essential Gliders,0,0,0,0,1,0,0,1,0,0,2015
Quality Simulations,425920,2015-12-09,Essential Helicopters,0,0,0,0,1,0,0,1,0,0,2015
Quality Simulations,425930,2015-12-09,Essential Boats,0,0,0,0,1,0,0,1,0,0,2015
Quality Simulations,425750,2015-12-09,Essential Planes,0,0,0,0,1,0,0,1,0,0,2015
Quality Simulations,425940,2015-12-09,Essential Scenery,0,0,0,0,1,0,0,1,0,0,2015
Specialbit Studio,426900,2015-12-09,The Last Dream: Developer's Edition Demo,0,1,1,0,1,0,0,0,0,0,2015
Grey Dog Software,422140,2015-12-09,Wrestling Spirit 3,0,0,0,0,0,0,0,1,1,0,2015
Startreming,396360,2015-12-09,LocoSoccer,0,0,0,0,1,0,0,0,1,1,2015
"KOEI TECMO GAMES CO., LTD.",397720,2015-12-09,Romance of the Three Kingdoms Maker / 三国志ツクール,0,0,0,0,0,0,0,1,0,0,2015
Arc System Works,419966,2015-12-09,GGXrd Extra Color Palettes - LEO WHITEFANG,1,0,0,0,0,0,0,0,0,0,2015
Grey Dog Software,422130,2015-12-09,Comic Book Hero: The Greatest Cape,0,0,0,0,0,1,0,1,0,0,2015
"KOEI TECMO GAMES CO., LTD.",413590,2015-12-09,RTK Maker - Upgrade to Full Edition - 三国志ツクール フル版アップグレードキー,0,0,0,0,0,0,0,1,0,0,2015
"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",348240,2014-03-03,Gun Wings,1,0,1,0,1,0,0,0,0,0,2014
Team17 Digital Ltd,412990,2015-12-08,The Escapists - Santa's Sweatshop,1,1,0,0,1,0,0,1,0,1,2015
Odd Comet Games,412410,2015-12-08,Castle Chaos,1,0,0,0,1,0,0,0,0,1,2015
Fun Infused Games,354030,2015-12-08,VolChaos,1,1,0,0,1,0,0,0,0,0,2015
Jagex Limited,420650,2015-12-08,Ace of Spades: Battle Builder - Hurt + Heal Pack,1,0,0,0,1,0,0,0,0,0,2015
Z-Software,318680,2015-12-08,History in Letters - The Eternal Alchemist,0,1,0,0,1,0,0,0,0,0,2015
Aerosoft GmbH,379563,2015-12-08,FSX: Steam Edition - Diamond DA20-100 Katana 4X Add-On,0,0,0,0,0,0,0,1,0,0,2015
Alientrap,417890,2015-12-08,Apotheon Arena,1,0,0,0,1,0,0,0,0,0,2015
"Virtual Basement LLC,Code Headquarters LLC",360940,2015-12-08,The Mean Greens - Plastic Warfare,1,0,0,0,1,0,0,0,0,0,2015
Jane Rachel Whittaker,343962,2015-12-08,FSX: Steam Edition - Arctic Rescue Add-On,0,0,0,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390402,2015-12-08,Rocksmith® 2014 – Tenacious D - “Tribute”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390403,2015-12-08,Rocksmith® 2014 – Tenacious D - “The Metal”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390405,2015-12-08,Rocksmith® 2014 – Tenacious D Song Pack,0,0,1,0,0,0,0,1,0,0,2015
Petroglyph,413030,2010-07-13,Mytheon,1,1,0,0,0,1,0,0,0,0,2010
Ubisoft - San Francisco,390404,2015-12-08,Rocksmith® 2014 – Tenacious D - “Master Exploder”,0,0,1,0,0,0,0,1,0,0,2015
Sluggerfly,395200,2015-12-08,Ben and Ed,1,1,0,0,1,0,0,0,0,0,2015
Astronomic Games,412170,2015-12-08,City of Chains,0,1,0,0,1,1,0,0,0,1,2015
Orange_Juice,425360,2015-12-08,100% Orange Juice - Sham &amp; Sherry Character Pack,0,0,0,0,1,0,0,0,0,1,2015
Zoink Games,337480,2015-12-07,Zombie Vikings,1,1,0,0,0,0,0,0,0,0,2015
Zoink Games,402640,2015-12-07,Zombie Vikings - Raybjörn Character,1,1,0,0,0,0,0,0,0,0,2015
Zoink Games,412960,2015-12-07,Zombie Vikings - Soundtrack,1,1,0,0,0,0,0,0,0,0,2015
Vigilant Addiction Studios,348210,2015-12-08,Adventurer Manager - Endless Tower,0,1,1,0,1,1,0,1,0,0,2015
Zoink Games,402650,2015-12-07,Zombie Vikings - Frostbjörn Character,1,1,0,0,0,0,0,0,0,0,2015
SFB Games,421950,2015-12-07,Detective Grimoire Soundtrack,0,1,0,0,1,0,0,0,0,0,2015
SFB Games,421940,2015-12-07,Haunt the House: Terrortown Soundtrack,1,0,1,0,1,0,0,0,0,0,2015
Phyrnna,419210,2015-12-07,Bullet Heaven 2 - Soundtrack,1,0,0,0,1,0,0,0,0,0,2015
Neotenia,392600,2015-12-07,Volvox,0,0,0,0,1,0,0,0,0,0,2015
Ekuator Games,413330,2015-12-07,Celestian Tales: Old North - Original Soundtrack,0,0,0,0,1,1,0,0,0,0,2015
Royal Troupe,421920,2015-11-24,Message Quest: Original Soundtrack,0,1,0,0,0,0,0,0,0,0,2015
Cherry Pop Games,421771,2015-12-07,Pool Nation FX - Unlock Offline,0,0,1,0,1,0,0,1,1,1,2015
Cherry Pop Games,421770,2015-12-07,Pool Nation FX - Unlock Online,0,0,1,0,1,0,0,1,1,1,2015
Cherry Pop Games,314000,2015-12-07,Pool Nation FX Lite,0,0,1,0,1,0,0,1,1,1,2015
Quandary Solutions LTD,403680,2015-12-07,Dexterity Ball 3D™,1,0,0,0,1,0,1,0,0,0,2015
Manyland,342280,2015-12-07,Manyland,1,1,0,0,1,0,0,0,0,0,2015
zemaGamez,381050,2015-12-04,The Ritual on Weylyn Island,1,1,0,0,1,0,0,0,0,0,2015
Samaritan Studios,422210,2015-12-04,Rise of Keepers,0,0,0,0,1,1,0,0,0,1,2015
Wolf Ray Studios,424310,2015-12-04,Blessed Ones: The Magic Wolves,0,0,0,0,1,1,0,0,0,0,2015
Vlambeer,242680,2015-12-05,Nuclear Throne,1,0,0,0,1,1,0,0,0,0,2015
Matthew Brown,416770,2015-12-07,SquareCells,0,0,1,0,1,0,0,0,0,0,2015
Maschinen-Mensch,408510,2015-12-07,The Curious Expedition OST,0,1,0,0,1,1,0,1,0,1,2015
Matt Roszak,412670,2015-12-07,Bullet Heaven 2,1,0,0,0,1,0,0,0,0,0,2015
Arrowhead Game Studios,395230,2015-12-07,HELLDIVERS™ - Ranger Pack,1,0,0,0,0,0,0,0,0,0,2015
Arrowhead Game Studios,394510,2015-12-07,HELLDIVERS™,1,0,0,0,0,0,0,0,0,0,2015
Arrowhead Game Studios,395232,2015-12-07,HELLDIVERS™ - Defenders Pack,1,0,0,0,0,0,0,0,0,0,2015
Arrowhead Game Studios,395233,2015-12-07,HELLDIVERS™ - Support Pack,1,0,0,0,0,0,0,0,0,0,2015
Arrowhead Game Studios,395234,2015-12-07,HELLDIVERS™ - Pilot Pack,1,0,0,0,0,0,0,0,0,0,2015
Arrowhead Game Studios,395231,2015-12-07,HELLDIVERS™ - Commando Pack,1,0,0,0,0,0,0,0,0,0,2015
Milestone S.r.l.,392430,2015-12-04,MotoGP™15 GP de Portugal Circuito Estoril,0,0,0,0,0,0,1,1,1,0,2015
Fastline Simulation,326020,2015-12-04,TS Marketplace: dia. 1/141 HTO 21t Coal Hopper Wagon Pack,0,0,0,0,0,0,0,1,0,0,2015
Fastline Simulation,326021,2015-12-04,TS Marketplace: dia. 1/146 HTO 21t Coal Hopper Wagon Pack,0,0,0,0,0,0,0,1,0,0,2015
Fastline Simulation,326029,2015-12-04,TS Marketplace: dia. 1/146 HTV 21t Coal Hopper Wagon Pack,0,0,0,0,0,0,0,1,0,0,2015
Fastline Simulation,326028,2015-12-04,TS Marketplace: dia. 1/146 HTV 25t Coal Hopper Wagon Pack,0,0,0,0,0,0,0,1,0,0,2015
Fastline Simulation,326026,2015-12-04,TS Marketplace: BDO 60T Unfitted Bogie Bolster Wagon Pack,0,0,0,0,0,0,0,1,0,0,2015
MeshTools,325956,2015-12-04,Train Simulator: Return to Maerdy Loco Add-On,0,0,0,0,0,0,0,1,0,0,2015
Fastline Simulation,326031,2015-12-04,TS Marketplace: BRV 50T BORAIL EB/EC Wagons Pack,0,0,0,0,0,0,0,1,0,0,2015
isTom Games Kft.,415420,2015-12-04,Nyan Cat: Lost In Space,1,0,1,0,0,0,0,0,0,0,2015
John Wizard,423770,2015-12-04,Our Love Will Grow,0,1,0,0,1,1,0,1,0,0,2015
Crows Crows Crows,409160,2015-12-04,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",0,0,0,0,1,0,0,0,0,0,2015
Chronicle Bench,387060,2015-12-04,Earth Overclocked,1,1,0,0,1,0,0,0,0,0,2015
Choice of Games,423320,2015-12-04,Pendragon Rising,0,0,0,0,1,1,0,0,0,0,2015
Choice of Games,423330,2015-12-04,Pendragon Rising Demo,0,0,0,0,1,1,0,0,0,0,2015
Hosted Games,423120,2015-12-04,Community College Hero: Trial by Fire,0,0,0,0,1,1,0,0,0,0,2015
Hosted Games,423130,2015-12-04,Community College Hero: Trial by Fire Demo,0,0,0,0,1,1,0,0,0,0,2015
Retrocade.net,369310,2014-01-09,Monstro: Battle Tactics,0,0,1,0,1,0,0,0,0,1,2014
Retrocade.net,421780,2015-12-03,Monstro: Battle Tactics Soundtrack,0,0,1,0,1,0,0,0,0,1,2015
"KOEI TECMO GAMES CO., LTD.",410850,2015-12-03,DRAGON QUEST HEROES™ Slime Edition,1,0,0,0,0,1,0,0,0,0,2015
Fatshark,419070,2015-12-03,Warhammer: End Times - Vermintide Sigmar's Blessing,1,0,0,0,1,0,0,0,0,0,2015
Threaks,412970,2015-12-04,Beatbuddy: On Tour,1,0,1,0,1,0,0,0,0,0,2015
Impressions Games,404040,1997-11-19,Lords of Magic: Special Edition,0,0,0,0,0,1,0,0,0,1,1997
Impressions Games,254920,1994-11-30,Lords of the Realm,0,0,0,0,0,0,0,0,0,1,1994
Impressions Games,397350,1996-10-31,Lords of the Realm II,0,0,0,0,0,1,0,0,0,1,1996
Impressions Games,254860,2004-03-17,Lords of the Realm III,0,0,0,0,0,0,0,1,0,1,2004
Organic 2 Digital Studio,414660,2015-12-03,Vampire Legends: The True Story of Kisilova,0,1,1,0,0,0,0,0,0,0,2015
Weixi Games,414110,2015-12-29,Blood Code OST,0,0,0,0,1,0,0,0,0,0,2015
Valhalla Cats,425170,2015-12-03,The Purring Quest Original Soundtrack,0,0,0,0,1,0,0,0,0,0,2015
"PolarityFlow,Adrian Zingg",387240,2015-12-03,Steel Rain,1,0,0,0,1,1,0,0,0,1,2015
Alice &amp; Smith,396810,2015-12-03,The Black Watchmen - Season 2: Enduring Conflict,0,0,0,0,1,1,0,0,0,0,2015
OVERKILL - a Starbreeze Studio.,422400,2015-12-03,PAYDAY 2: The Point Break Heists,1,0,0,0,0,1,0,0,0,0,2015
Tuomo Laine,423740,2015-12-03,Save Your Mother,1,0,0,0,0,1,0,0,0,0,2015
White Clover Worlds,424750,2015-12-07,The BoX,0,0,1,0,1,0,0,0,0,0,2015
Just1337 Studio,422250,2015-12-02,ShipLord,1,1,1,0,1,0,0,0,0,0,2015
Ronimo Games,399834,2015-12-02,Awesomenauts - Rockstar Announcer,1,0,0,0,1,0,0,0,0,1,2015
Ronimo Games,256506,2015-12-02,Awesomenauts - Specimen X-58 Skin,1,0,0,0,1,0,0,0,0,1,2015
BrainGoodGames,421260,2015-12-02,Militia,0,0,0,0,0,0,0,0,0,1,2015
Tin Man Games,389850,2015-12-02,Legacy of Dorn: Herald of Oblivion,0,1,0,0,0,1,0,0,0,0,2015
Eyzi,425120,2015-12-01,Carpe Diem - Extra Package,0,0,1,0,1,0,0,0,0,0,2015
Hammer Glass Studio,366510,2015-12-02,Ruzar - The Life Stone,0,0,0,0,0,1,0,0,0,0,2015
Xander's Corgi Arcade,414920,2015-12-03,Corgi Warlock,1,1,0,0,1,0,0,0,0,0,2015
McMagic Productions,425270,2015-12-03,Novus Inceptio - The Official Soundtrack,0,1,0,0,1,1,0,0,0,0,2015
Specialbit Studio,395860,2015-12-03,The Last Dream: Developer's Edition,0,1,1,0,1,0,0,0,0,0,2015
Threaks,257310,2015-12-04,Beatbuddy: Tale of the Guardians - Original Soundtrack,1,1,1,0,1,0,0,0,0,0,2015
Cliffhanger Productions,416712,2015-12-03,Jagged Alliance Online: Reloaded - Echo,0,0,0,0,1,1,0,0,0,1,2015
Cliffhanger Productions,416710,2015-12-03,Jagged Alliance Online: Reloaded - Ivan,0,0,0,0,1,1,0,0,0,1,2015
Cliffhanger Productions,416713,2015-12-03,Jagged Alliance Online: Reloaded - Raven,0,0,0,0,1,1,0,0,0,1,2015
Cliffhanger Productions,416711,2015-12-03,Jagged Alliance Online: Reloaded - Shadow,0,0,0,0,1,1,0,0,0,1,2015
Ubisoft Montreal,359550,2015-12-01,Tom Clancy's Rainbow Six® Siege,1,0,0,0,0,0,0,0,0,0,2015
Jenito,391960,2015-12-03,Super Mega Bob,1,1,0,0,1,0,0,0,0,0,2015
"Psyonix, Inc.",408610,2015-12-01,Rocket League® - Chaos Run DLC Pack,1,0,0,0,1,0,1,0,1,0,2015
Imigea Ltd,379250,2015-12-01,Lif Demo,0,0,0,0,0,0,0,1,0,0,2015
Vicious Cycle Software,369300,2015-12-01,Adventure Time: Finn and Jake Investigations,0,1,0,0,0,0,0,0,0,0,2015
INSIDE SYSTEM,420770,2015-12-01,The Legend of Dark Witch,1,1,1,0,1,0,0,0,0,0,2015
Vicious Cycle Software,413790,2015-12-01,Adventure Time: Artifact Checking,0,1,0,0,0,0,0,0,0,0,2015
Afterthought LLC,376210,2015-12-01,The Isle,1,1,0,0,1,0,0,1,0,0,2015
"Atixx,ClorithStudio",371320,2015-12-02,Samsa and the Knights of Light,0,1,0,0,1,1,0,0,0,0,2015
weltenbauer. Software Entwicklung GmbH,404281,2015-12-02,Construction Simulator 2015: St. John’s Hospital Fuchsberg,0,0,1,0,0,0,0,1,0,0,2015
Bacq Stellan,423760,2015-12-02,Hit Tank PRO,1,1,1,0,1,0,0,0,0,1,2015
Bacq Stellan,424070,2015-12-02,Hit Tank PRO Demo,1,1,1,0,1,0,0,0,0,1,2015
Nano Games sp. z o.o.,304580,2015-12-02,CITYCONOMY: Service for your City,0,0,1,0,0,0,0,1,0,0,2015
NIKITA ONLINE,397040,2015-08-18,Sphere III: Enchanted World,1,0,0,0,0,1,0,0,0,0,2015
Small Town Studios,346370,2015-12-02,Into The War,1,0,0,0,1,0,0,0,0,0,2015
peakvox,419951,2015-12-02,GOCCO OF WAR: Theme Song,1,0,1,0,1,0,0,0,0,0,2015
Erotes studio,417110,2015-12-02,Mayjasmine Episode01 - What is God?,0,1,0,0,1,0,0,0,0,0,2015
Fabraz,417980,2015-11-30,Planet Diver,1,0,0,0,1,0,0,0,0,0,2015
Avalanche Studios,388291,2015-12-01,Just Cause™ 3 - Mini-Gun Racing Boat,1,1,0,0,0,0,0,0,0,0,2015
Avalanche Studios,388290,2015-12-01,Just Cause™ 3 - Combat Buggy,1,1,0,0,0,0,0,0,0,0,2015
Avalanche Studios,388294,2015-12-01,Just Cause™ 3 - Capstone Bloodhound RPG,1,1,0,0,0,0,0,0,0,0,2015
Avalanche Studios,388292,2015-12-01,Just Cause™ 3 - Rocket Launcher Sports Car,1,1,0,0,0,0,0,0,0,0,2015
"FreshGem,Zillion Whales",421880,2015-12-01,Plastiland,1,1,1,0,1,0,0,0,0,1,2015
Avalanche Studios,388293,2015-12-01,Just Cause™ 3 - Final Argument Sniper Rifle,1,1,0,0,0,0,0,0,0,0,2015
All Civilized Planets,410470,2015-12-01,Expander,1,0,0,0,1,0,0,0,0,0,2015
Paradox Development Studio,373380,2015-12-01,Content Pack - Europa Universalis IV: The Cossacks,0,0,0,0,0,0,0,1,0,1,2015
Paradox Development Studio,373370,2015-12-01,Expansion - Europa Universalis IV: The Cossacks,0,0,0,0,0,0,0,1,0,1,2015
Realore,423600,2015-12-01,Adelantado Trilogy. Book one,0,1,1,0,0,0,0,1,0,1,2015
Sabaton,415680,2015-12-01,Europa Universalis IV: Sabaton Soundtrack,0,0,0,0,0,0,0,1,0,1,2015
Philip Royer,421620,2015-12-01,Dissonance: An Interactive Novelette,0,0,0,0,1,0,0,0,0,0,2015
VDO Games,422120,2015-12-01,Cally's Caves 3 - Soundtrack,1,1,0,0,1,1,0,0,0,0,2015
VDO Games,422160,2015-12-01,Cally's Caves 3 Demo,1,1,0,0,1,1,0,0,0,0,2015
SmartArt Game Studio,363180,2015-12-01,Tenshu General,0,0,1,0,1,0,0,0,0,1,2015
"Klei Entertainment,Capybara Games",393010,2015-12-01,Don't Starve: Shipwrecked,0,1,0,0,1,0,0,1,0,0,2015
Professor Why,369460,2015-12-01,Professor Why™: The Quantum Eye,0,0,0,0,1,0,0,1,0,0,2015
"NTT Plala Inc.,Roconilo Project",419000,2015-11-26,Relic Alone,1,0,1,0,0,0,0,0,0,0,2015
xinoro,332370,2015-08-16,Miko Gakkou Monogatari: Kaede Episode,0,1,0,0,1,0,0,0,0,0,2015
Eko Software,384320,2015-11-27,Handball 16,0,0,0,0,0,0,0,0,1,0,2015
Tianyu Studio,401330,2015-11-27,Akuatica,1,1,1,0,1,0,0,0,0,0,2015
Robert Dahlenburg,423370,2015-11-25,3d Engineers Demo,0,0,0,0,0,0,0,1,0,0,2015
Ectoplasm Studio Inc.,411630,2015-11-27,Wicked Witches,1,1,0,0,1,0,0,0,0,0,2015
Freebird Games,418890,2015-11-27,"To the Moon, too! (Comic+)",0,1,0,0,1,1,0,0,0,0,2015
Alientrap,424120,2015-11-30,Cryptark Soundtrack,1,1,0,0,1,0,0,0,0,1,2015
Robot Loves Kitty,405980,2015-11-30,Legend of Dungeon: Masters,0,0,1,0,1,1,0,0,0,0,2015
4-Panel Footprint,370370,2015-11-30,Pulsen: Souleye,0,0,0,0,1,0,0,1,1,0,2015
Eyzi,423880,2015-11-30,Carpe Diem,0,0,1,0,1,0,0,0,0,0,2015
energy milk,411740,2015-11-30,Yet Another World,1,1,0,0,1,0,0,0,0,0,2015
Gaming Cats Studio,420880,2015-11-30,I must kill...: Fresh Meat,0,1,0,0,1,0,0,0,0,0,2015
Blue Byte,336520,2015-11-24,Might &amp; Magic Heroes Online,0,0,0,0,0,1,0,0,0,1,2015
Glowstick Entertainment,404550,2015-11-24,Dead Acres,1,1,1,0,1,0,0,0,0,1,2015
